Country_name,Country_code,Days,Cost_of _living(CL),Class,Ticket_price, CL(Rounded)
French Polynesia,258,365,1128769.53928571,0,193133,1128770
French Southern Territories,260,365,852948.033928571,0,74553,852948
Gabon,266,365,852948.033928571,0,109193,852948
Gambia,270,365,385143.176785714,0,386945,385143
Georgia,268,365,385143.176785714,0,49220,385143
Germany,276,365,860636.628571429,0,65582,860637
Ghana,288,365,516711.3375,0,82580,516711
Gibraltar,292,365,851668.708928571,0,69989,851669
Greece,300,365,1535829.79285714,0,77153,1535830
Guam,316,365,1274772.79821429,0,411822,1274773
Guatemala,320,365,559395.089285714,0,111460,559395
Guernsey,831,365,1095467.72142857,0,90932,1095468
Guinea-Bissau,624,365,648985.251785714,0,141582,648985
Guyana,328,365,648985.251785714,0,116984,648985
Haiti,332,365,895038.660714286,0,88519,895039
Honduras,340,365,536506.069642857,0,87581,536506
Hong Kong,344,365,1035795.30535714,0,104082,1035795
Hungary,348,365,548087.780357143,0,71105,548088
Iceland,352,365,1177968.01964286,0,103878,1177968
India,356,365,313333.467857143,0,0,313333
Indonesia,360,365,433432.676785714,0,99117,433433
Iran,364,365,455137.923214286,0,52602,455138
Iraq,368,365,480512.332142857,0,30629,480512
Ireland,372,365,930960.526785714,0,67045,930961
Isle of Man,833,365,883691.853571429,0,37000,883692
Israel,376,365,1035037.8,0,71926,1035038
Italy,380,365,836064.698214286,0,85236,836065
Ivory Coast,225,365,698392.694642857,0,92650,698393
Jamaica,388,365,610443.728571429,0,94475,610444
Japan,392,365,1036123.93571429,0,92299,1036124
Jersey,832,365,1105830.20178571,0,63958,1105830
Jordan,400,365,631614.119642857,0,52330,631614
Kazakhstan,398,365,398529.551785714,0,54494,398530
Kenya,404,365,464846.271428572,0,53220,464846
Kosovo,383,365,359138.621428571,0,75336,359139
Kuwait,414,365,663417.742857143,0,87942,663418
Kyrgyzstan,417,365,340497.289285714,0,43825,340497
Latvia,428,365,653986.403571428,0,81811,653986
Lebanon,422,365,894111.3,0,123964,894111
Liberia,430,365,1167441.68035714,0,53063,1167442
Libyan Arab Jamahiriya,434,365,664385.253571429,0,73088,664385
Liechtenstein,438,365,1257887.11607143,0,84767,1257887
Lithuania,440,365,588114.4625,0,82760,588114
Luxembourg,442,365,1040697.90714286,0,77050,1040698
Macao,446,365,862013.591071429,0,67973,862014
Madagascar,450,365,370703.125,0,44281,370703
Malawi,454,365,623903.494642857,0,82114,623903
Malaysia,458,365,438154.864285714,0,78226,438155
Maldives,462,365,743973.633928571,0,18090,743974
Malta,470,365,838088.232142857,0,75961,838088
Mayotte,175,365,1042811.12678571,0,151915,1042811
Mexico,484,365,456531.310714286,0,122361,456531
"Moldova, Republic of",498,365,414067.210714286,0,54565,414067
Monaco,492,365,1538662.19285714,0,63954,1538662
Mongolia,496,365,452363.401785714,0,414174,452363
Montenegro,499,365,500350.994642857,0,650001,500351
Morocco,504,365,417622.180357143,0,167580,417622
Myanmar,104,365,462481.592857143,0,145700,462482
Nepal,524,365,321214.078571429,0,26565,321214
Netherlands,528,365,958818.5,0,66093,958819
New Caledonia,540,365,1254413.22857143,0,49000,1254413
New Zealand,554,365,892339.746428571,0,155193,892340
Nicaragua,558,365,518873.701785714,0,105709,518874
Niger,562,365,711306.525,0,105179,711307
Nigeria,566,365,412938.448214286,0,108746,412938
North Macedonia,807,365,416864.414285714,0,50884,416864
Norway,578,365,1197861.30178571,0,32741,1197861
Oman,512,365,624101.898214286,0,44033,624102
Pakistan,586,365,288934.521428571,0,40681,288935
Palau,585,365,612321.783928571,0,164987,612322
"Palestinian Territory, Occupied",275,365,666819.803571429,0,50629,666820
Panama,591,365,658489.982142857,0,117588,658490
Papua New Guinea,598,365,1017701.60357143,0,361452,1017702
Paraguay,600,365,386661.185714286,0,163160,386661
Peru,604,365,392941.923214286,0,100844,392942
Philippines,608,365,497466.321428571,0,367360,497466
Poland,616,365,563412.305357143,0,60961,563412
Portugal,620,365,598357.535714286,0,67973,598358
Puerto Rico,630,365,841544,0,41191,841544
Qatar,634,365,809633.353571429,0,27318,809633
Republic Of Congo,242,365,1075373.81964286,0,120173,1075374
Romania,642,365,469608.869642857,0,56346,469609
Russia,643,365,493684.530357143,0,47201,493685
Rwanda,646,365,422949.746428572,0,68016,422950
"Saint Helena, Ascension and Tristan da Cunha",654,365,806651.564285714,0,20294,806652
Saint Vincent and the Grenadines,670,365,789486.657142857,0,312709,789487
San Marino,674,365,833769.891071429,0,31214,833770
Saudi Arabia,682,365,833769.891071429,0,51388,833770
Senegal,686,365,675250.9125,0,111087,675251
Serbia,688,365,474266.660714286,0,86750,474267
Seychelles,690,365,835103.183928571,0,87469,835103
Singapore,702,365,921510.285714286,0,79847,921510
Slovakia,703,365,609421.467857143,0,58907,609421
Somalia,706,365,435485.801785714,0,63722,435486
South Africa,710,365,569559.6875,0,56121,569560
South Korea,82,365,945809.117857143,0,89883,945809
Spain,724,365,684715.232142857,0,59779,684715
Sri Lanka,144,365,350891.967857143,0,23000,350892
Sudan,736,365,525468.469642857,0,56772,525468
Suriname,740,365,620003.6,0,178819,620004
Sweden,752,365,905567.085714286,0,71233,905567
Switzerland,756,365,1516906.2375,0,57064,1516906
Syrian Arab Republic,760,365,350132.767857143,0,108926,350133
Taiwan,158,365,781562.376785714,0,77684,781562
Tajikistan,762,365,378480.492857143,0,50818,378480
"Tanzania, United Republic of",834,365,449075.273214286,0,63276,449075
Thailand,764,365,530053,0,58849,530053
Timor-Leste,626,365,722083.280357143,0,82788,722083
Trinidad and Tobago,780,365,670307.769642857,0,85897,670308
Tunisia,788,365,347277.946428571,0,65573,347278
Turkey,792,365,395243.769642857,0,40501,395244
Turkmenistan,795,365,1698598.15357143,0,42222,1698598
Uganda,800,365,458595.125,0,65509,458595
Ukraine,804,365,402899.383928571,0,46772,402899
United Arab Emirates,784,365,806661.732142857,0,18722,806662
United Kingdom,826,365,852577.689285714,0,60585,852578
United States Of America,840,365,890644.451785714,0,61922,890644
Uruguay,858,365,642688.610714286,0,79401,642689
Uzbekistan,860,365,366895.783928571,0,61394,366896
Vanuatu,548,365,981904.228571429,0,22000,981904
Venezuela,862,365,487937.214285714,0,171655,487937
Vietnam,704,365,425810.955357143,0,65696,425811
Yemen,887,365,649327.308928572,0,0,649327
Zambia,894,365,456567.680357143,0,91367,456568
Zimbabwe,716,365,567933.742857143,0,90230,567934
Afghanistan,4,75,80819.0892857143,1,54400,80819
Aland Islands,248,75,192423.241071429,1,433010,192423
Albania,8,75,92028.9910714286,1,140201,92029
Algeria,12,75,73645.9553571429,1,116874,73646
Andorra,20,75,159396.375,1,221880,159396
Angola,24,75,191789.732142857,1,16254,191790
Argentina,32,75,87338.9196428571,1,293260,87339
Armenia,51,75,91533.3214285714,1,22962,91533
Aruba,533,75,202085.4375,1,31820,202085
Australia,36,75,190666.848214286,1,77890,190667
Austria,40,75,194139.1875,1,113606,194139
Azerbaijan,31,75,80812.5535714286,1,116659,80813
Bahamas,44,75,218013.482142857,1,251587,218013
Bahrain,48,75,152211.348214286,1,62901,152211
Bangladesh,50,75,77359.5267857143,1,294036,77360
Barbados,52,75,219936.803571429,1,495061,219937
Belarus,112,75,85252.3392857143,1,125818,85252
Belgium,56,75,185345.919642857,1,133558,185346
Belize,84,75,123874.392857143,1,207518,123874
Bermuda,60,75,362341.098214286,1,224374,362341
Bhutan,64,75,107662.607142857,1,245788,107663
Bolivia,68,75,96315.6160714286,1,552034,96316
Bosnia and Herzegovina,70,75,98919.375,1,98040,98919
Botswana,72,75,102428.089285714,1,172946,102428
Bouvet Island,74,75,323324.705357143,1,254320,323325
Brazil,76,75,91371.4553571429,1,200726,91371
Brunei Darussalam,96,75,124978.339285714,1,195000,124978
Bulgaria,100,75,100156.794642857,1,109306,100157
Burkina Faso,854,75,133202.142857143,1,182148,133202
Cambodia,116,75,115442.785714286,1,716466,115443
Cameroon,120,75,104100.482142857,1,184470,104100
Canada,124,75,175423.848214286,1,207862,175424
Chile,152,75,126503.383928571,1,200208,126503
China,156,75,107912.785714286,1,926994,107913
Christmas Island,162,75,74733.9107142857,1,45000,74734
Colombia,170,75,74733.9107142857,1,182320,74734
Congo,178,75,274928.571428571,1,260494,274929
Costa Rica,188,75,125313.294642857,1,17716,125313
Curacao,599,75,178905.508928571,1,200294,178906
Croatia,191,75,144112.955357143,1,123840,144113
Cuba,192,75,116363.544642857,1,223550,116364
Cyprus,196,75,157843.339285714,1,130634,157843
Czech Republic,203,75,127423.580357143,1,110424,127424
Denmark,208,75,214074.401785714,1,78260,214074
Djibouti,262,75,249774.214285714,1,131838,249774
Dominica,212,75,161204.892857143,1,274684,161205
Dominican Republic,214,75,104178.696428571,1,203390,104179
Ecuador,218,75,97626.2410714286,1,182234,97626
Egypt,818,75,73955.4375,1,96234,73955
El Salvador,222,75,110584.660714286,1,197370,110585
Equatorial Guinea,226,75,170902.285714286,1,163974,170902
Estonia,233,75,144266.4375,1,143200,144266
Ethiopia,231,75,138361.339285714,1,198918,138361
Fiji,242,75,110013.107142857,1,140060,110013
Finland,246,75,185789.946428571,1,95116,185790
France,250,75,186992.571428571,1,112144,186993
French Polynesia,258,75,231938.946428571,1,1367056,231939
French Southern Territories,260,75,175263.294642857,1,138000,175263
Gabon,266,75,175263.294642857,1,140094,175263
Gambia,270,75,79139.0089285714,1,210528,79139
Georgia,268,75,79139.0089285714,1,117820,79139
Germany,276,75,176843.142857143,1,111026,176843
Ghana,288,75,106173.5625,1,115068,106174
Gibraltar,292,75,175000.419642857,1,125044,175000
Greece,300,75,315581.464285714,1,123840,315581
Guam,316,75,261939.616071429,1,410908,261940
Guatemala,320,75,114944.196428571,1,184212,114944
Guernsey,831,75,225096.107142857,1,141126,225096
Guinea-Bissau,624,75,133353.133928571,1,180000,133353
Guyana,328,75,133353.133928571,1,237876,133353
Haiti,332,75,183912.053571429,1,26574,183912
Honduras,340,75,110240.973214286,1,81700,110241
Hong Kong,344,75,212834.651785714,1,164550,212835
Hungary,348,75,112620.776785714,1,144824,112621
Iceland,352,75,242048.223214286,1,397062,242048
India,356,75,64383.5892857143,1,0,64384
Indonesia,360,75,89061.5089285714,1,545928,89062
Iran,364,75,93521.4910714286,1,83447,93521
Iraq,368,75,98735.4107142857,1,67000,98735
Ireland,372,75,191293.258928571,1,132440,191293
Isle of Man,833,75,181580.517857143,1,59254,181581
Israel,376,75,212679,1,202530,212679
Italy,380,75,171794.116071429,1,90214,171794
Ivory Coast,225,75,143505.348214286,1,140982,143505
Jamaica,388,75,125433.642857143,1,182901,125434
Japan,392,75,212902.178571429,1,128202,212902
Jersey,832,75,227225.383928571,1,138267,227225
Jordan,400,75,129783.723214286,1,146360,129784
Kazakhstan,398,75,81889.6339285714,1,139480,81890
Kenya,404,75,95516.3571428571,1,89433,95516
Kosovo,383,75,73795.6071428572,1,96087,73796
Kuwait,414,75,136318.714285714,1,150759,136319
Kyrgyzstan,417,75,69965.1964285714,1,137881,69965
Latvia,428,75,134380.767857143,1,88695,134381
Lebanon,422,75,183721.5,1,160435,183722
Liberia,430,75,239885.276785714,1,180181,239885
Libyan Arab Jamahiriya,434,75,136517.517857143,1,120000,136518
Liechtenstein,438,75,258469.955357143,1,118460,258470
Lithuania,440,75,120845.4375,1,124085,120845
Luxembourg,442,75,213842.035714286,1,112315,213842
Macao,446,75,177126.080357143,1,89000,177126
Madagascar,450,75,76171.875,1,571085,76172
Malawi,454,75,128199.348214286,1,152676,128199
Malaysia,458,75,90031.8214285714,1,272339,90032
Maldives,462,75,152871.294642857,1,72880,152871
Malta,470,75,172209.910714286,1,87116,172210
Mayotte,175,75,214276.258928571,1,394738,214276
Mexico,484,75,93807.8035714286,1,205728,93808
"Moldova, Republic of",498,75,85082.3035714286,1,126064,85082
Monaco,492,75,316163.464285714,1,108035,316163
Mongolia,496,75,92951.3839285714,1,61222,92951
Montenegro,499,75,102811.848214286,1,123268,102812
Morocco,504,75,85812.7767857143,1,198760,85813
Myanmar,104,75,95030.4642857143,1,170000,95030
Nepal,524,75,66002.8928571429,1,76000,66003
Netherlands,528,75,197017.5,1,91429,197018
New Caledonia,540,75,257756.142857143,1,70000,257756
New Zealand,554,75,183357.482142857,1,668667,183357
Nicaragua,558,75,106617.883928571,1,262063,106618
Niger,562,75,146158.875,1,145940,146159
Nigeria,566,75,84850.3660714286,1,145940,84850
North Macedonia,807,75,85657.0714285714,1,168695,85657
Norway,578,75,246135.883928571,1,126518,246136
Oman,512,75,128240.116071429,1,47220,128240
Pakistan,586,75,59370.1071428571,1,49000,59370
Palau,585,75,125819.544642857,1,18999,125820
"Palestinian Territory, Occupied",275,75,137017.767857143,1,163163,137018
Panama,591,75,135306.160714286,1,187795,135306
Papua New Guinea,598,75,209116.767857143,1,831685,209117
Paraguay,600,75,79450.9285714286,1,246961,79451
Peru,604,75,80741.4910714286,1,18595,80741
Philippines,608,75,102219.107142857,1,508026,102219
Poland,616,75,115769.651785714,1,121809,115770
Portugal,620,75,122950.178571429,1,112315,122950
Puerto Rico,630,75,172920,1,163779,172920
Qatar,634,75,166363.017857143,1,38131,166363
Republic Of Congo,242,75,220967.223214286,1,173001,220967
Romania,642,75,96494.9732142857,1,109809,96495
Russia,643,75,101442.026785714,1,112871,101442
Rwanda,646,75,86907.4821428571,1,129426,86907
"Saint Helena, Ascension and Tristan da Cunha",654,75,165750.321428571,1,40000,165750
Saint Vincent and the Grenadines,670,75,162223.285714286,1,257418,162223
San Marino,674,75,171322.580357143,1,417250,171323
Saudi Arabia,682,75,171322.580357143,1,136931,171323
Senegal,686,75,138750.1875,1,280528,138750
Serbia,688,75,97452.0535714286,1,124094,97452
Seychelles,690,75,171596.544642857,1,179124,171597
Singapore,702,75,189351.428571429,1,221805,189351
Slovakia,703,75,125223.589285714,1,89000,125224
Somalia,706,75,89483.3839285714,1,120000,89483
South Africa,710,75,117032.8125,1,200394,117033
South Korea,82,75,194344.339285714,1,279659,194344
Spain,724,75,140694.910714286,1,112315,140695
Sri Lanka,144,75,72101.0892857143,1,27816,72101
Sudan,736,75,107972.973214286,1,75000,107973
Suriname,740,75,127398,1,269876,127398
Sweden,752,75,186075.428571429,1,100479,186075
Switzerland,756,75,311693.0625,1,109157,311693
Syrian Arab Republic,760,75,71945.0892857143,1,117600,71945
Taiwan,158,75,160595.008928571,1,261890,160595
Tajikistan,762,75,77769.9642857143,1,80000,77770
"Tanzania, United Republic of",834,75,92275.7410714286,1,139656,92276
Thailand,764,75,108915,1,203573,108915
Timor-Leste,626,75,148373.276785714,1,120000,148373
Trinidad and Tobago,780,75,137734.473214286,1,315379,137734
Tunisia,788,75,71358.4821428572,1,140202,71358
Turkey,792,75,81214.4732142857,1,124075,81214
Turkmenistan,795,75,349027.017857143,1,78000,349027
Uganda,800,75,94231.875,1,112334,94232
Ukraine,804,75,82787.5446428571,1,112315,82788
United Arab Emirates,784,75,165752.410714286,1,337871,165752
United Kingdom,826,75,175187.196428571,1,108817,175187
United States Of America,840,75,183009.133928571,1,246961,183009
Uruguay,858,75,132059.303571429,1,130220,132059
Uzbekistan,860,75,75389.5446428571,1,168755,75390
Vanuatu,548,75,201761.142857143,1,40000,201761
Venezuela,862,75,100261.071428571,1,272598,100261
Vietnam,704,75,87495.4017857143,1,198775,87495
Yemen,887,75,133423.419642857,1,0,133423
Zambia,894,75,93815.2767857143,1,144491,93815
Zimbabwe,716,75,116698.714285714,1,195599,116699
Afghanistan,4,200,215517.571428571,2,39400,215518
Aland Islands,248,200,513128.642857143,2,418010,513129
Albania,8,200,245410.642857143,2,125201,245411
Algeria,12,200,196389.214285714,2,101874,196389
Andorra,20,200,425057,2,206880,425057
Angola,24,200,511439.285714286,2,111254,511439
Argentina,32,200,232903.785714286,2,278260,232904
Armenia,51,200,244088.857142857,2,97962,244089
Aruba,533,200,538894.5,2,16820,538895
Australia,36,200,508444.928571429,2,62890,508445
Austria,40,200,517704.5,2,98606,517705
Azerbaijan,31,200,215500.142857143,2,101659,215500
Bahamas,44,200,581369.285714286,2,236587,581369
Bahrain,48,200,405896.928571429,2,57901,405897
Bangladesh,50,200,206292.071428571,2,179036,206292
Barbados,52,200,586498.142857143,2,180061,586498
Belarus,112,200,227339.571428571,2,110818,227340
Belgium,56,200,494255.785714286,2,118558,494256
Belize,84,200,330331.714285714,2,142518,330332
Bermuda,60,200,966242.928571429,2,109374,966243
Bhutan,64,200,287100.285714286,2,130788,287100
Bolivia,68,200,256841.642857143,2,337034,256842
Bosnia and Herzegovina,70,200,263785,2,83040,263785
Botswana,72,200,273141.571428571,2,157946,273142
Bouvet Island,74,200,862199.214285714,2,239320,862199
Brazil,76,200,243657.214285714,2,185726,243657
Brunei Darussalam,96,200,333275.571428571,2,180000,333276
Bulgaria,100,200,267084.785714286,2,94306,267085
Burkina Faso,854,200,355205.714285714,2,167148,355206
Cambodia,116,200,307847.428571429,2,701466,307847
Cameroon,120,200,277601.285714286,2,169470,277601
Canada,124,200,467796.928571429,2,192862,467797
Chile,152,200,337342.357142857,2,185208,337342
China,156,200,287767.428571429,2,911994,287767
Christmas Island,162,200,199290.428571429,2,30000,199290
Colombia,170,200,199290.428571429,2,167320,199290
Congo,178,200,733142.857142857,2,245494,733143
Costa Rica,188,200,334168.785714286,2,2716,334169
Curacao,599,200,477081.357142857,2,185294,477081
Croatia,191,200,384301.214285714,2,108840,384301
Cuba,192,200,310302.785714286,2,208550,310303
Cyprus,196,200,420915.571428572,2,115634,420916
Czech Republic,203,200,339796.214285714,2,95424,339796
Denmark,208,200,570865.071428571,2,63260,570865
Djibouti,262,200,666064.571428571,2,116838,666065
Dominica,212,200,429879.714285714,2,259684,429880
Dominican Republic,214,200,277809.857142857,2,188390,277810
Ecuador,218,200,260336.642857143,2,167234,260337
Egypt,818,200,197214.5,2,81234,197215
El Salvador,222,200,294892.428571429,2,182370,294892
Equatorial Guinea,226,200,455739.428571429,2,148974,455739
Estonia,233,200,384710.5,2,128200,384711
Ethiopia,231,200,368963.571428571,2,183918,368964
Fiji,242,200,293368.285714286,2,125060,293368
Finland,246,200,495439.857142857,2,80116,495440
France,250,200,498646.857142857,2,97144,498647
French Polynesia,258,200,618503.857142857,2,1352056,618504
French Southern Territories,260,200,467368.785714286,2,123000,467369
Gabon,266,200,467368.785714286,2,125094,467369
Gambia,270,200,211037.357142857,2,195528,211037
Georgia,268,200,211037.357142857,2,102820,211037
Germany,276,200,471581.714285714,2,96026,471582
Ghana,288,200,283129.5,2,100068,283130
Gibraltar,292,200,466667.785714286,2,110044,466668
Greece,300,200,841550.571428571,2,108840,841551
Guam,316,200,698505.642857143,2,395908,698506
Guatemala,320,200,306517.857142857,2,169212,306518
Guernsey,831,200,600256.285714286,2,126126,600256
Guinea-Bissau,624,200,355608.357142857,2,165000,355608
Guyana,328,200,355608.357142857,2,222876,355608
Haiti,332,200,490432.142857143,2,11574,490432
Honduras,340,200,293975.928571429,2,66700,293976
Hong Kong,344,200,567559.071428572,2,149550,567559
Hungary,348,200,300322.071428571,2,129824,300322
Iceland,352,200,645461.928571429,2,382062,645462
India,356,200,171689.571428571,2,-15000,171690
Indonesia,360,200,237497.357142857,2,530928,237497
Iran,364,200,249390.642857143,2,68447,249391
Iraq,368,200,263294.428571429,2,52000,263294
Ireland,372,200,510115.357142857,2,117440,510115
Isle of Man,833,200,484214.714285714,2,44254,484215
Israel,376,200,567144,2,187530,567144
Italy,380,200,458117.642857143,2,75214,458118
Ivory Coast,225,200,382680.928571429,2,125982,382681
Jamaica,388,200,334489.714285714,2,167901,334490
Japan,392,200,567739.142857143,2,113202,567739
Jersey,832,200,605934.357142857,2,123267,605934
Jordan,400,200,346089.928571428,2,131360,346090
Kazakhstan,398,200,218372.357142857,2,124480,218372
Kenya,404,200,254710.285714286,2,74433,254710
Kosovo,383,200,196788.285714286,2,81087,196788
Kuwait,414,200,363516.571428571,2,135759,363517
Kyrgyzstan,417,200,186573.857142857,2,122881,186574
Latvia,428,200,358348.714285714,2,73695,358349
Lebanon,422,200,489924,2,145435,489924
Liberia,430,200,639694.071428572,2,165181,639694
Libyan Arab Jamahiriya,434,200,364046.714285714,2,105000,364047
Liechtenstein,438,200,689253.214285714,2,103460,689253
Lithuania,440,200,322254.5,2,109085,322255
Luxembourg,442,200,570245.428571429,2,97315,570245
Macao,446,200,472336.214285714,2,74000,472336
Madagascar,450,200,203125,2,556085,203125
Malawi,454,200,341864.928571429,2,137676,341865
Malaysia,458,200,240084.857142857,2,257339,240085
Maldives,462,200,407656.785714286,2,57880,407657
Malta,470,200,459226.428571429,2,72116,459226
Mayotte,175,200,571403.357142857,2,379738,571403
Mexico,484,200,250154.142857143,2,190728,250154
"Moldova, Republic of",498,200,226886.142857143,2,111064,226886
Monaco,492,200,843102.571428571,2,93035,843103
Mongolia,496,200,247870.357142857,2,46222,247870
Montenegro,499,200,274164.928571429,2,108268,274165
Morocco,504,200,228834.071428571,2,183760,228834
Myanmar,104,200,253414.571428571,2,155000,253415
Nepal,524,200,176007.714285714,2,61000,176008
Netherlands,528,200,525380,2,76429,525380
New Caledonia,540,200,687349.714285714,2,55000,687350
New Zealand,554,200,488953.285714286,2,653667,488953
Nicaragua,558,200,284314.357142857,2,247063,284314
Niger,562,200,389757,2,130940,389757
Nigeria,566,200,226267.642857143,2,130940,226268
North Macedonia,807,200,228418.857142857,2,153695,228419
Norway,578,200,656362.357142857,2,111518,656362
Oman,512,200,341973.642857143,2,32220,341974
Pakistan,586,200,158320.285714286,2,34000,158320
Palau,585,200,335518.785714286,2,3999,335519
"Palestinian Territory, Occupied",275,200,365380.714285714,2,148163,365381
Panama,591,200,360816.428571429,2,172795,360816
Papua New Guinea,598,200,557644.714285714,2,816685,557645
Paraguay,600,200,211869.142857143,2,231961,211869
Peru,604,200,215310.642857143,2,3595,215311
Philippines,608,200,272584.285714286,2,493026,272584
Poland,616,200,308719.071428571,2,106809,308719
Portugal,620,200,327867.142857143,2,97315,327867
Puerto Rico,630,200,461120,2,148779,461120
Qatar,634,200,443634.714285714,2,23131,443635
Republic Of Congo,242,200,589245.928571429,2,158001,589246
Romania,642,200,257319.928571429,2,94809,257320
Russia,643,200,270512.071428571,2,97871,270512
Rwanda,646,200,231753.285714286,2,114426,231753
"Saint Helena, Ascension and Tristan da Cunha",654,200,442000.857142857,2,25000,442001
Saint Vincent and the Grenadines,670,200,432595.428571429,2,242418,432595
San Marino,674,200,456860.214285714,2,402250,456860
Saudi Arabia,682,200,456860.214285714,2,121931,456860
Senegal,686,200,370000.5,2,265528,370001
Serbia,688,200,259872.142857143,2,109094,259872
Seychelles,690,200,457590.785714286,2,164124,457591
Singapore,702,200,504937.142857143,2,206805,504937
Slovakia,703,200,333929.571428571,2,74000,333930
Somalia,706,200,238622.357142857,2,105000,238622
South Africa,710,200,312087.5,2,185394,312088
South Korea,82,200,518251.571428571,2,264659,518252
Spain,724,200,375186.428571429,2,97315,375186
Sri Lanka,144,200,192269.571428571,2,12816,192270
Sudan,736,200,287927.928571429,2,60000,287928
Suriname,740,200,339728,2,254876,339728
Sweden,752,200,496201.142857143,2,85479,496201
Switzerland,756,200,831181.5,2,94157,831182
Syrian Arab Republic,760,200,191853.571428571,2,102600,191854
Taiwan,158,200,428253.357142857,2,246890,428253
Tajikistan,762,200,207386.571428571,2,65000,207387
"Tanzania, United Republic of",834,200,246068.642857143,2,124656,246069
Thailand,764,200,290440,2,188573,290440
Timor-Leste,626,200,395662.071428571,2,105000,395662
Trinidad and Tobago,780,200,367291.928571429,2,300379,367292
Tunisia,788,200,190289.285714286,2,125202,190289
Turkey,792,200,216571.928571429,2,109075,216572
Turkmenistan,795,200,930738.714285714,2,63000,930739
Uganda,800,200,251285,2,97334,251285
Ukraine,804,200,220766.785714286,2,97315,220767
United Arab Emirates,784,200,442006.428571429,2,322871,442006
United Kingdom,826,200,467165.857142857,2,93817,467166
United States Of America,840,200,488024.357142857,2,231961,488024
Uruguay,858,200,352158.142857143,2,115220,352158
Uzbekistan,860,200,201038.785714286,2,153755,201039
Vanuatu,548,200,538029.714285714,2,25000,538030
Venezuela,862,200,267362.857142857,2,257598,267363
Vietnam,704,200,233321.071428571,2,183775,233321
Yemen,887,200,355795.785714286,2,0,355796
Zambia,894,200,250174.071428571,2,129491,250174
Zimbabwe,716,200,311196.571428571,2,180599,311197
Afghanistan,4,200,215517.571428571,0,24540,215518
Aland Islands,248,200,513128.642857143,0,38000,513129
Albania,8,200,245410.642857143,0,37154,245411
Algeria,12,200,196389.214285714,0,38438,196389
Andorra,20,200,425057,0,65492,425057
Angola,24,200,511439.285714286,0,45417,511439
Argentina,32,200,232903.785714286,0,62791,232904
Armenia,51,200,244088.857142857,0,32917,244089
Aruba,533,200,538894.5,0,48110,538895
Australia,36,200,508444.928571429,0,36567,508445
Austria,40,200,517704.5,0,48960,517705
Azerbaijan,31,200,215500.142857143,0,24369,215500
Bahamas,44,200,581369.285714286,0,52553,581369
Bahrain,48,200,405896.928571429,0,55378,405897
Bangladesh,50,200,206292.071428571,0,55452,206292
Barbados,52,200,586498.142857143,0,28164,586498
Belarus,112,200,227339.571428571,0,75954,227340
Belgium,56,200,494255.785714286,0,67511,494256
Belize,84,200,330331.714285714,0,87952,330332
Bermuda,60,200,966242.928571429,0,68229,966243
Bhutan,64,200,287100.285714286,0,12000,287100
Bolivia,68,200,256841.642857143,0,171097,256842
Bosnia and Herzegovina,70,200,263785,0,103463,263785
Botswana,72,200,273141.571428571,0,95381,273142
Bouvet Island,74,200,862199.214285714,0,1223600,862199
Brazil,76,200,243657.214285714,0,103096,243657
Brunei Darussalam,96,200,333275.571428571,0,101331,333276
Bulgaria,100,200,267084.785714286,0,127832,267085
Burkina Faso,854,200,355205.714285714,0,127835,355206
Cambodia,116,200,307847.428571429,0,74252,307847
Cameroon,120,200,277601.285714286,0,68841,277601
Canada,124,200,467796.928571429,0,92203,467797
Chile,152,200,337342.357142857,0,107167,337342
China,156,200,287767.428571429,0,226004,287767
Christmas Island,162,200,199290.428571429,0,15000,199290
Colombia,170,200,199290.428571429,0,91259,199290
Congo,178,200,733142.857142857,0,115320,733143
Costa Rica,188,200,334168.785714286,0,104669,334169
Curacao,599,200,477081.357142857,0,122433,477081
Croatia,191,200,384301.214285714,0,72995,384301
Cuba,192,200,310302.785714286,0,152249,310303
Cyprus,196,200,420915.571428572,0,74746,420916
Czech Republic,203,200,339796.214285714,0,55511,339796
Denmark,208,200,570865.071428571,0,96138,570865
Djibouti,262,200,666064.571428571,0,80372,666065
Dominica,212,200,429879.714285714,0,98248,429880
Dominican Republic,214,200,277809.857142857,0,98248,277810
Ecuador,218,200,260336.642857143,0,63327,260337
Egypt,818,200,197214.5,0,39122,197215
El Salvador,222,200,294892.428571429,0,99059,294892
Equatorial Guinea,226,200,455739.428571429,0,192554,455739
Estonia,233,200,384710.5,0,73952,384711
Ethiopia,231,200,368963.571428571,0,59578,368964
Fiji,242,200,293368.285714286,0,90434,293368
Finland,246,200,495439.857142857,0,69657,495440
France,250,200,498646.857142857,0,64303,498647
French Polynesia,258,200,618503.857142857,0,193133,618504
French Southern Territories,260,200,467368.785714286,0,74553,467369
Gabon,266,200,467368.785714286,0,109193,467369
Gambia,270,200,211037.357142857,0,386945,211037
Georgia,268,200,211037.357142857,0,49220,211037
Germany,276,200,471581.714285714,0,65582,471582
Ghana,288,200,283129.5,0,82580,283130
Gibraltar,292,200,466667.785714286,0,69989,466668
Greece,300,200,841550.571428571,0,77153,841551
Guam,316,200,698505.642857143,0,411822,698506
Guatemala,320,200,306517.857142857,0,111460,306518
Guernsey,831,200,600256.285714286,0,90932,600256
Guinea-Bissau,624,200,355608.357142857,0,141582,355608
Guyana,328,200,355608.357142857,0,116984,355608
Haiti,332,200,490432.142857143,0,88519,490432
